strain	strain_name	date	country	host	subtype
JF285290	S06-0509-U	2009-05-XX	Switzerland	Homo sapiens	None
JF285291	S49-1008-U	2008-10-XX	Switzerland	Homo sapiens	None
JF285292	S77-0709-U	2009-07-XX	Switzerland	Homo sapiens	None
JF285293	S24-0909-U	2009-09-XX	Switzerland	Homo sapiens	None
JF285294	S39-0309-U	2009-03-XX	Switzerland	Homo sapiens	None
JF285295	S39-0908-U	2008-09-XX	Switzerland	Homo sapiens	None
JF285296	S53-0509-U	2009-05-XX	Switzerland	Homo sapiens	None
JF285297	S48-1008-U1	2008-10-XX	Switzerland	Homo sapiens	None
JF285298	Sa09-0309-U	2009-03-XX	Switzerland	Homo sapiens	None
JF285299	Sc09-0709-U	2009-07-XX	Switzerland	Homo sapiens	None
JF285300	S23-0709-L	2009-07-XX	Switzerland	Homo sapiens	None
JF285301	S68-0909-U	2009-10-XX	Switzerland	Homo sapiens	None
JF285302	S63-0909-U	2009-09-XX	Switzerland	Homo sapiens	None
JF285303	S03-0609-U	2009-06-XX	Switzerland	Homo sapiens	None
JF285304	T53-0110-U	2010-01-XX	Switzerland	Homo sapiens	None
JF285305	V51-0909-U	2009-09-XX	Switzerland	Homo sapiens	None
JF285306	Z08-0509-U	2009-05-XX	Switzerland	Homo sapiens	None
JF285307	Z78-0809-L	2009-08-XX	Switzerland	Homo sapiens	None
AB628100	HRV/Tochigi/2010/175	2010-03-12	Japan	Homo sapiens	None
AB628101	HRV/Tochigi/2010/194	2010-04-08	Japan	Homo sapiens	None
AB628102	HRV/Tochigi/2010/190	2010-04-16	Japan	Homo sapiens	None
AB628103	HRV/Tochigi/2010/191	2010-04-16	Japan	Homo sapiens	None
AB628105	HRV/Tochigi/2010/195	2010-04-22	Japan	Homo sapiens	None
AB628106	HRV/Tochigi/2010/208	2010-04-22	Japan	Homo sapiens	None
AB628107	HRV/Tochigi/2010/209	2010-04-22	Japan	Homo sapiens	None
AB628108	HRV/Tochigi/2010/211	2010-04-26	Japan	Homo sapiens	None
AB628109	HRV/Yamaguchi/2010/22	2010-05-12	Japan	Homo sapiens	None
AB628110	HRV/Tochigi/2010/234	2010-05-12	Japan	Homo sapiens	None
AB628111	HRV/Yamaguchi/2010/27	2010-05-18	Japan	Homo sapiens	None
AB628112	HRV/Tochigi/2010/246	2010-05-19	Japan	Homo sapiens	None
AB628113	HRV/Tochigi/2010/249	2010-05-19	Japan	Homo sapiens	None
AB628114	HRV/Tochigi/2010/266	2010-03-21	Japan	Homo sapiens	None
AB628116	HRV/Tochigi/2010/259	2010-05-24	Japan	Homo sapiens	None
AB628118	HRV/Tochigi/2010/273	2010-05-27	Japan	Homo sapiens	None
AB628119	HRV/Tochigi/2010/290	2010-06-07	Japan	Homo sapiens	None
AB628120	HRV/Tochigi/2010/287	2010-06-08	Japan	Homo sapiens	None
AB628121	HRV/Tochigi/2010/288	2010-06-08	Japan	Homo sapiens	None
AB628122	HRV/Yamaguchi/2010/60	2010-06-10	Japan	Homo sapiens	None
AB628124	HRV/Tochigi/2010/302	2010-06-11	Japan	Homo sapiens	None
AB628125	HRV/Tochigi/2010/303	2010-06-11	Japan	Homo sapiens	None
AB628126	HRV/Tochigi/2010/307	2010-06-16	Japan	Homo sapiens	None
AB628127	HRV/Yamaguchi/2010/98	2010-07-17	Japan	Homo sapiens	None
AB628130	HRV/Yamaguchi/2010/122	2010-09-01	Japan	Homo sapiens	None
AB628134	HRV/Yamaguchi/2010/136	2010-09-17	Japan	Homo sapiens	None
AB628138	HRV/Yamaguchi/2010/S4	2010-09-22	Japan	Homo sapiens	None
AB628140	HRV/Yamaguchi/2010/S6	2010-09-25	Japan	Homo sapiens	None
AB628146	HRV/Yamaguchi/2010/144	2010-10-05	Japan	Homo sapiens	None
AB628149	HRV/Yamaguchi/2010/150	2010-10-12	Japan	Homo sapiens	None
AB628152	HRV/Yamaguchi/2010/S16	2010-10-14	Japan	Homo sapiens	None
AB628156	HRV/Yamaguchi/2010/S22	2010-10-19	Japan	Homo sapiens	None
AB628157	HRV/Yamaguchi/2010/YU76	2010-10-20	Japan	Homo sapiens	None
AB628161	HRV/Yamaguchi/2010/169	2010-10-28	Japan	Homo sapiens	None
AB628162	HRV/Yamaguchi/2010/170	2010-10-29	Japan	Homo sapiens	None
AB628163	HRV/Yamaguchi/2010/171	2010-10-29	Japan	Homo sapiens	None
AB628165	HRV/Yamaguchi/2010/174	2010-11-05	Japan	Homo sapiens	None
AB628168	HRV/Yamaguchi/2010/183	2010-11-13	Japan	Homo sapiens	None
AB628169	HRV/Yamaguchi/2010/184	2010-11-13	Japan	Homo sapiens	None
AB628173	HRV/Yamaguchi/2010/Y7	2010-11-22	Japan	Homo sapiens	None
AB628176	HRV/Yamaguchi/2010/ST8	2010-11-30	Japan	Homo sapiens	None
AB628177	HRV/Yamaguchi/2010/208	2010-12-02	Japan	Homo sapiens	None
AB628181	HRV/Yamaguchi/2010/223	2010-12-08	Japan	Homo sapiens	None
AB628182	HRV/Yamaguchi/2010/224	2010-12-09	Japan	Homo sapiens	None
AB628183	HRV/Yamaguchi/2010/226	2010-12-09	Japan	Homo sapiens	None
AB628184	HRV/Yamaguchi/2010/233	2010-12-14	Japan	Homo sapiens	None
AB628186	HRV/Yamaguchi/2010/239	2010-12-20	Japan	Homo sapiens	None
HQ444755	CU002	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444756	CU019	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444757	CU026	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444758	CU032	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444759	CU035	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444760	CU038	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444761	CU041	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444762	CU044	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444763	CU053	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444764	CU055	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444765	CU057	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444766	CU065	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444767	CU070	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444768	CU079	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444769	CU083	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444770	CU089	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444771	CU090	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444772	CU095	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444773	CU102	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444774	CU106	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444775	CU121	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444776	CU134	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444777	CU137	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444778	CU138	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444779	CU142	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444780	CU151	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444781	CU160	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444782	CU164	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444783	CU176	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444784	CU179	2008-XX-XX	Hong Kong	Homo sapiens	None
HQ444785	CU229	2009-XX-XX	Hong Kong	Homo sapiens	None
HQ444786	CU235	2009-XX-XX	Hong Kong	Homo sapiens	None
HQ444787	CU263	2009-XX-XX	Hong Kong	Homo sapiens	None
HQ444788	CU282	2009-XX-XX	Hong Kong	Homo sapiens	None
HQ444789	CU283	2009-XX-XX	Hong Kong	Homo sapiens	None
HQ444790	CU291	2009-XX-XX	Hong Kong	Homo sapiens	None
HQ444791	CU292	2009-XX-XX	Hong Kong	Homo sapiens	None
HQ444792	CU296	2009-XX-XX	Hong Kong	Homo sapiens	None
HQ444793	CU303	2009-XX-XX	Hong Kong	Homo sapiens	None
HQ444794	CU304	2009-XX-XX	Hong Kong	Homo sapiens	None
HQ444795	CU316	2009-XX-XX	Hong Kong	Homo sapiens	None
HQ444796	CU323	2009-XX-XX	Hong Kong	Homo sapiens	None
HM747039	EBC1	2008-12-08	Belgium	Homo sapiens	None
HM747040	EBC2	2008-12-10	Belgium	Homo sapiens	None
HM747044	NSAVC72	2009-09-25	Belgium	Homo sapiens	None
HM747045	NSKC73	2009-09-25	Belgium	Homo sapiens	None
HM747046	NSAR74	2009-10-01	Belgium	Homo sapiens	None
HM747047	NSPJ75	2009-10-02	Belgium	Homo sapiens	None
HM747048	NSKE76	2009-10-05	Belgium	Homo sapiens	None
HM747053	NSAK87	2009-10-21	Belgium	Homo sapiens	None
HM747054	NSAR89	2009-11-03	Belgium	Homo sapiens	None
HM747055	NSKD95	2009-11-18	Belgium	Homo sapiens	None
HM747056	NSEW96	2009-11-25	Belgium	Homo sapiens	None
HM044162	None	2009-10-26	Malaysia	Homo sapiens	None
HM044163	None	2009-05-21	Malaysia	Homo sapiens	None
HM044164	None	2009-05-25	Malaysia	Homo sapiens	None
HM044165	None	2009-05-25	Malaysia	Homo sapiens	None
HM044167	None	2009-06-18	Malaysia	Homo sapiens	None
HM044168	None	2009-06-26	Malaysia	Homo sapiens	None
HM044169	None	2009-07-07	Malaysia	Homo sapiens	None
HM044171	None	2009-07-15	Malaysia	Homo sapiens	None
HM044172	None	2009-07-21	Malaysia	Homo sapiens	None
HM044173	None	2009-07-25	Malaysia	Homo sapiens	None
HM044174	None	2009-07-27	Malaysia	Homo sapiens	None
HM044175	None	2009-07-29	Malaysia	Homo sapiens	None
HM044176	None	2009-07-30	Malaysia	Homo sapiens	None
HM044178	None	2009-08-07	Malaysia	Homo sapiens	None
HM044179	None	2009-08-12	Malaysia	Homo sapiens	None
HM044181	None	2009-08-22	Malaysia	Homo sapiens	None
HM044187	None	2009-09-11	Malaysia	Homo sapiens	None
HM044191	None	2009-09-23	Malaysia	Homo sapiens	None
HM044194	None	2009-10-15	Malaysia	Homo sapiens	None
HM044196	None	2009-10-15	Malaysia	Homo sapiens	None
HM044200	None	2009-10-20	Malaysia	Homo sapiens	None
HM044201	None	2009-10-20	Malaysia	Homo sapiens	None
FJ594769	TW/1879/08	2008-08-25	Taiwan	Homo sapiens	45
FJ594770	TW/1879/08	2008-08-25	Taiwan	Homo sapiens	45
HQ336413	None	2016-07-25	None	Homo sapiens	None
HQ336414	None	2016-07-25	None	Homo sapiens	2
HQ336416	None	2016-07-25	None	Homo sapiens	16
HQ005457	None	2009-02-XX	China	Homo sapiens	64
HQ005458	None	2009-04-XX	China	Homo sapiens	24
GU568038	None	2008-03-XX	China	Homo sapiens	None
GU568039	None	2007-07-XX	China	Homo sapiens	None
GU568040	None	2007-07-XX	China	Homo sapiens	None
GU568041	None	2007-08-XX	China	Homo sapiens	None
GU568042	None	2007-08-XX	China	Homo sapiens	None
GU568043	None	2007-08-XX	China	Homo sapiens	None
GU568044	None	2007-09-XX	China	Homo sapiens	None
GU568045	None	2007-09-XX	China	Homo sapiens	None
GU568046	None	2007-11-XX	China	Homo sapiens	None
GU568047	None	2007-11-XX	China	Homo sapiens	None
GU568048	None	2007-11-XX	China	Homo sapiens	None
GU568049	None	2007-12-XX	China	Homo sapiens	None
GU568050	None	2007-12-XX	China	Homo sapiens	None
GU568051	None	2007-12-XX	China	Homo sapiens	None
GU568052	None	2007-12-XX	China	Homo sapiens	None
GU568053	None	2008-01-XX	China	Homo sapiens	None
GU568054	None	2008-01-XX	China	Homo sapiens	None
GU568055	None	2008-01-XX	China	Homo sapiens	None
GU568056	None	2008-03-XX	China	Homo sapiens	None
GU568057	None	2008-03-XX	China	Homo sapiens	None
GU568058	None	2008-03-XX	China	Homo sapiens	None
GU568059	None	2008-03-XX	China	Homo sapiens	None
GU568060	None	2008-03-XX	China	Homo sapiens	None
GU568061	None	2008-03-XX	China	Homo sapiens	None
GU568062	None	2008-03-XX	China	Homo sapiens	None
GU568063	None	2008-03-XX	China	Homo sapiens	None
GU568064	None	2007-04-XX	China	Homo sapiens	None
GU568065	None	2007-05-XX	China	Homo sapiens	None
GU568066	None	2007-07-XX	China	Homo sapiens	None
GU568067	None	2007-07-XX	China	Homo sapiens	None
GU568068	None	2007-07-XX	China	Homo sapiens	None
GU568069	None	2007-08-XX	China	Homo sapiens	None
GU568070	None	2007-11-XX	China	Homo sapiens	None
GU568071	None	2007-12-XX	China	Homo sapiens	None
GU568072	None	2007-12-XX	China	Homo sapiens	None
GU568073	None	2007-12-XX	China	Homo sapiens	None
GU568074	None	2007-12-XX	China	Homo sapiens	None
GU568075	None	2007-12-XX	China	Homo sapiens	None
GU568076	None	2007-12-XX	China	Homo sapiens	None
GU568077	None	2008-01-XX	China	Homo sapiens	None
GU568078	None	2008-01-XX	China	Homo sapiens	None
GU568079	None	2008-01-XX	China	Homo sapiens	None
GU568080	None	2008-03-XX	China	Homo sapiens	None
GU568081	None	2008-03-XX	China	Homo sapiens	None
GU568082	None	2008-03-XX	China	Homo sapiens	None
GU568083	None	2007-04-XX	China	Homo sapiens	None
GU568084	None	2007-06-XX	China	Homo sapiens	None
GU568085	None	2007-07-XX	China	Homo sapiens	None
GU568086	None	2007-07-XX	China	Homo sapiens	None
GU568087	None	2007-08-XX	China	Homo sapiens	None
GU568088	None	2007-09-XX	China	Homo sapiens	None
GU568089	None	2007-09-XX	China	Homo sapiens	None
GU568090	None	2007-09-XX	China	Homo sapiens	None
GU568091	None	2007-09-XX	China	Homo sapiens	None
GU568092	None	2007-09-XX	China	Homo sapiens	None
GU568093	None	2007-09-XX	China	Homo sapiens	None
GU568094	None	2007-10-XX	China	Homo sapiens	None
GU568095	None	2007-10-XX	China	Homo sapiens	None
GU568097	None	2007-10-XX	China	Homo sapiens	None
GU568098	None	2007-10-XX	China	Homo sapiens	None
GU568099	None	2007-10-XX	China	Homo sapiens	None
GU568100	None	2007-10-XX	China	Homo sapiens	None
GU568101	None	2007-10-XX	China	Homo sapiens	None
GU568102	None	2007-11-XX	China	Homo sapiens	None
GU568103	None	2007-11-XX	China	Homo sapiens	None
GU568104	None	2007-11-XX	China	Homo sapiens	None
GU568105	None	2007-11-XX	China	Homo sapiens	None
GU568106	None	2007-11-XX	China	Homo sapiens	None
GU568107	None	2007-11-XX	China	Homo sapiens	None
GU568108	None	2007-11-XX	China	Homo sapiens	None
GU568109	None	2007-11-XX	China	Homo sapiens	None
GU568110	None	2007-11-XX	China	Homo sapiens	None
GU568111	None	2007-12-XX	China	Homo sapiens	None
GU568112	None	2007-12-XX	China	Homo sapiens	None
GU568113	None	2008-01-XX	China	Homo sapiens	None
GU568114	None	2008-01-XX	China	Homo sapiens	None
GU568115	None	2008-01-XX	China	Homo sapiens	None
GU568116	None	2008-01-XX	China	Homo sapiens	None
GU568117	None	2008-01-XX	China	Homo sapiens	None
GU568118	None	2008-01-XX	China	Homo sapiens	None
GU568119	None	2008-01-XX	China	Homo sapiens	None
GU568120	None	2008-02-XX	China	Homo sapiens	None
GU568121	None	2008-02-XX	China	Homo sapiens	None
GU568122	None	2008-03-XX	China	Homo sapiens	None
HQ190926	CU-14947	2010-08-XX	Cuba	Homo sapiens	None
HQ190927	CU-14951	2010-08-XX	Cuba	Homo sapiens	None
HQ190928	CU-14952	2010-08-XX	Cuba	Homo sapiens	None
HQ190929	CU-14959	2010-08-XX	Cuba	Homo sapiens	None
GU933027	None	2006-09-06	Brazil	Homo sapiens	None
GU933029	None	2006-09-11	Brazil	Homo sapiens	None
GU933032	None	2006-09-18	Brazil	Homo sapiens	2
GU933033	None	2006-09-20	Brazil	Homo sapiens	None
GU933034	None	2006-09-25	Brazil	Homo sapiens	None
GU933035	None	2006-09-27	Brazil	Homo sapiens	2
GU933039	None	2006-10-02	Brazil	Homo sapiens	None
GU933041	None	2006-10-11	Brazil	Homo sapiens	None
GU933042	None	2006-10-16	Brazil	Homo sapiens	None
GU933043	None	2006-10-18	Brazil	Homo sapiens	None
GU933045	None	2006-10-19	Brazil	Homo sapiens	2
GU933047	None	2006-11-06	Brazil	Homo sapiens	None
GU933048	None	2006-11-08	Brazil	Homo sapiens	2
GU933051	None	2006-11-09	Brazil	Homo sapiens	None
GU933053	None	2006-11-13	Brazil	Homo sapiens	None
GU933056	None	2006-11-29	Brazil	Homo sapiens	None
GU933059	None	2007-01-15	Brazil	Homo sapiens	None
GU933060	None	2007-01-15	Brazil	Homo sapiens	None
GU933061	None	2007-01-22	Brazil	Homo sapiens	None
GU933063	None	2007-02-07	Brazil	Homo sapiens	None
GU933065	None	2007-02-26	Brazil	Homo sapiens	None
GU933067	None	2007-03-05	Brazil	Homo sapiens	None
GU933071	None	2007-03-12	Brazil	Homo sapiens	None
GU933072	None	2007-03-14	Brazil	Homo sapiens	None
GU933073	None	2007-03-14	Brazil	Homo sapiens	2
GU933074	None	2007-03-14	Brazil	Homo sapiens	None
GU933075	None	2007-03-21	Brazil	Homo sapiens	None
GU933076	None	2007-03-22	Brazil	Homo sapiens	None
GU933078	None	2007-03-28	Brazil	Homo sapiens	None
GU933079	None	2007-04-02	Brazil	Homo sapiens	None
GU933083	None	2007-04-09	Brazil	Homo sapiens	None
GU933085	None	2007-04-09	Brazil	Homo sapiens	None
GU933087	None	2007-04-18	Brazil	Homo sapiens	None
GU933088	None	2007-04-18	Brazil	Homo sapiens	2
GU933089	None	2007-04-18	Brazil	Homo sapiens	None
GU933091	None	2007-04-25	Brazil	Homo sapiens	2
GU933093	None	2007-04-26	Brazil	Homo sapiens	None
GU933097	None	2007-05-10	Brazil	Homo sapiens	2
GU933098	None	2007-05-17	Brazil	Homo sapiens	None
GU933099	None	2007-05-21	Brazil	Homo sapiens	None
GU933100	None	2007-05-21	Brazil	Homo sapiens	None
GU933103	None	2007-06-04	Brazil	Homo sapiens	None
GU933105	None	2007-06-06	Brazil	Homo sapiens	None
GU933109	None	2007-06-13	Brazil	Homo sapiens	2
GU933111	None	2007-07-02	Brazil	Homo sapiens	None
GU933113	None	2007-07-05	Brazil	Homo sapiens	2
GU933115	None	2007-07-11	Brazil	Homo sapiens	2
GU933116	None	2007-07-16	Brazil	Homo sapiens	2
GU933117	None	2007-07-18	Brazil	Homo sapiens	2
GU933118	None	2007-08-02	Brazil	Homo sapiens	2
FJ869920	KR1733	2006-02-02	South Korea	Homo sapiens	None
FJ869922	KR1866	2006-03-02	South Korea	Homo sapiens	None
FJ869926	KR1884	2006-03-09	South Korea	Homo sapiens	None
FJ869927	KR1885	2006-03-09	South Korea	Homo sapiens	None
FJ869929	KR1956	2006-04-08	South Korea	Homo sapiens	None
FJ869931	KR2057	2006-05-09	South Korea	Homo sapiens	None
FJ869932	KR2072	2006-05-16	South Korea	Homo sapiens	None
FJ869933	KR2098	2006-05-22	South Korea	Homo sapiens	None
FJ869935	KR2174	2006-06-27	South Korea	Homo sapiens	None
FJ869936	KR2184	2006-08-02	South Korea	Homo sapiens	None
FJ869938	KR2206	2006-09-07	South Korea	Homo sapiens	None
FJ869939	KR2217	2006-09-06	South Korea	Homo sapiens	None
FJ869940	KR2218	2006-09-06	South Korea	Homo sapiens	None
FJ869941	KR2220	2006-09-07	South Korea	Homo sapiens	None
FJ869942	KR2244	2006-09-14	South Korea	Homo sapiens	None
FJ869943	KR2261	2006-09-18	South Korea	Homo sapiens	None
FJ869944	KR2264	2006-09-19	South Korea	Homo sapiens	None
FJ869945	KR2271	2006-09-20	South Korea	Homo sapiens	None
FJ869947	KR2288	2006-09-24	South Korea	Homo sapiens	None
FJ869948	KR2313	2006-09-29	South Korea	Homo sapiens	None
FJ869949	KR2301	2006-09-26	South Korea	Homo sapiens	None
FJ869951	KR2320	2006-09-30	South Korea	Homo sapiens	None
FJ869952	KR2390	2006-10-18	South Korea	Homo sapiens	None
AB548895	None	2006-XX-XX	Japan	Homo sapiens	None
AB548896	None	2008-XX-XX	Japan	Homo sapiens	None
AB548897	None	2008-XX-XX	Japan	Homo sapiens	None
AB548898	None	2009-XX-XX	Japan	Homo sapiens	None
AB548899	None	2009-XX-XX	Japan	Homo sapiens	None
AB549371	None	2016-10-15	Japan	Homo sapiens	None
AB549372	None	2016-10-15	Japan	Homo sapiens	None
AB549373	None	2016-10-15	Japan	Homo sapiens	None
AB549374	None	2016-10-15	Japan	Homo sapiens	None
AB549375	None	2016-10-15	Japan	Homo sapiens	None
AB549376	None	2016-10-15	Japan	Homo sapiens	None
AB549377	None	2016-10-15	Japan	Homo sapiens	None
AB549378	None	2016-10-15	Japan	Homo sapiens	None
AB549379	None	2016-10-15	Japan	Homo sapiens	None
AB549380	None	2016-10-15	Japan	Homo sapiens	None
AB549381	None	2016-10-15	Japan	Homo sapiens	None
AB549382	None	2016-10-15	Japan	Homo sapiens	None
AB549383	None	2016-10-15	Japan	Homo sapiens	None
AB549384	None	2016-10-15	Japan	Homo sapiens	None
AB549385	None	2016-10-15	Japan	Homo sapiens	None
AB549386	None	2016-10-15	Japan	Homo sapiens	None
AB549387	None	2016-10-15	Japan	Homo sapiens	None
AB549388	None	2016-10-15	Japan	Homo sapiens	None
AB549389	None	2016-10-15	Japan	Homo sapiens	None
AB549390	None	2016-10-15	Japan	Homo sapiens	None
AB549391	None	2016-10-15	Japan	Homo sapiens	None
AB549392	None	2016-10-15	Japan	Homo sapiens	None
AB549393	None	2016-10-15	Japan	Homo sapiens	None
AB549394	None	2016-10-15	Japan	Homo sapiens	None
AB549395	None	2016-10-15	Japan	Homo sapiens	None
AB549396	None	2016-10-15	Japan	Homo sapiens	None
AB549397	None	2016-10-15	Japan	Homo sapiens	None
AB549398	None	2016-10-15	Japan	Homo sapiens	None
AB549399	None	2016-10-15	Japan	Homo sapiens	None
AB549400	None	2016-10-15	Japan	Homo sapiens	None
AB549401	None	2016-10-15	Japan	Homo sapiens	None
AB549402	None	2016-10-15	Japan	Homo sapiens	None
AB549403	None	2016-10-15	Japan	Homo sapiens	None
AB549404	None	2016-10-15	Japan	Homo sapiens	None
AB549405	None	2016-10-15	Japan	Homo sapiens	None
AB549406	None	2016-10-15	Japan	Homo sapiens	None
AB549407	None	2016-10-15	Japan	Homo sapiens	None
AB549408	None	2016-10-15	Japan	Homo sapiens	None
AB549409	None	2016-10-15	Japan	Homo sapiens	None
AB549410	None	2016-10-15	Japan	Homo sapiens	None
AB549411	None	2016-10-15	Japan	Homo sapiens	None
AB549412	None	2016-10-15	Japan	Homo sapiens	None
AB549413	None	2016-10-15	Japan	Homo sapiens	None
AB549414	None	2016-10-15	Japan	Homo sapiens	None
AB549415	None	2016-10-15	Japan	Homo sapiens	None
AB549416	None	2016-10-15	Japan	Homo sapiens	None
AB549417	None	2016-10-15	Japan	Homo sapiens	None
AB549418	None	2016-10-15	Japan	Homo sapiens	None
AB549419	None	2016-10-15	Japan	Homo sapiens	None
AB549420	None	2016-10-15	Japan	Homo sapiens	None
AB549421	None	2016-10-15	Japan	Homo sapiens	None
AB549422	None	2016-10-15	Japan	Homo sapiens	None
AB549423	None	2016-10-15	Japan	Homo sapiens	None
AB549424	None	2016-10-15	Japan	Homo sapiens	None
FJ598098	None	2008-05-XX	China	Homo sapiens	36
FJ598099	None	2008-05-XX	China	Homo sapiens	59
FJ598100	None	2008-05-XX	China	Homo sapiens	24
FJ435241	None	2006-03-XX	Thailand	Homo sapiens	None
FJ435243	None	2006-03-XX	Thailand	Homo sapiens	None
FJ435244	None	2006-03-XX	Thailand	Homo sapiens	None
FJ435245	None	2006-03-XX	Thailand	Homo sapiens	None
FJ435250	None	2006-11-XX	Thailand	Homo sapiens	None
FJ435254	None	2006-07-XX	Thailand	Homo sapiens	None
FJ435263	None	2006-08-XX	Thailand	Homo sapiens	None
FJ435267	None	2006-09-XX	Thailand	Homo sapiens	None
FJ435268	None	2006-08-XX	Thailand	Homo sapiens	None
FJ435269	None	2006-09-XX	Thailand	Homo sapiens	None
FJ435270	None	2006-09-XX	Thailand	Homo sapiens	None
FJ435272	None	2006-09-XX	Thailand	Homo sapiens	None
FJ435274	None	2006-09-XX	Thailand	Homo sapiens	None
FJ435276	None	2006-09-XX	Thailand	Homo sapiens	None
FJ435283	None	2006-10-XX	Thailand	Homo sapiens	None
FJ435284	None	2006-10-XX	Thailand	Homo sapiens	None
FJ435286	None	2006-10-XX	Thailand	Homo sapiens	None
FJ435289	None	2006-10-XX	Thailand	Homo sapiens	None
FJ435297	None	2006-11-XX	Thailand	Homo sapiens	None
FJ435298	None	2006-11-XX	Thailand	Homo sapiens	None
FJ435305	None	2006-12-XX	Thailand	Homo sapiens	None
FJ435306	None	2006-12-XX	Thailand	Homo sapiens	None
FJ435307	None	2006-12-XX	Thailand	Homo sapiens	None
FJ435308	None	2006-11-XX	Thailand	Homo sapiens	None
FJ435309	None	2006-12-XX	Thailand	Homo sapiens	None
FJ435310	None	2006-12-XX	Thailand	Homo sapiens	None
FJ435311	None	2007-01-XX	Thailand	Homo sapiens	None
FJ435315	None	2007-01-XX	Thailand	Homo sapiens	None
FJ435323	None	2016-07-24	Thailand	Homo sapiens	None
FJ435325	None	2007-10-XX	Thailand	Homo sapiens	None
FJ435327	None	2007-11-XX	Thailand	Homo sapiens	None
FJ435331	None	2008-06-XX	Thailand	Homo sapiens	None
FJ435332	None	2008-06-XX	Thailand	Homo sapiens	None
FJ435333	None	2008-06-XX	Thailand	Homo sapiens	None
EU840794	None	2016-07-24	None	Homo sapiens	100
EU840795	None	2016-07-24	None	Homo sapiens	10
EU840796	None	2016-07-24	None	Homo sapiens	13
EU840797	None	2016-07-24	None	Homo sapiens	15
EU840798	None	2016-07-24	None	Homo sapiens	18
EU840799	None	2016-07-24	None	Homo sapiens	19
EU840800	None	2016-07-24	None	Homo sapiens	None
EU840801	None	2016-07-24	None	Homo sapiens	20
EU840802	None	2016-07-24	None	Homo sapiens	21
EU840803	None	2016-07-24	None	Homo sapiens	22
EU840804	None	2016-07-24	None	Homo sapiens	23
EU840805	None	2016-07-24	None	Homo sapiens	25
EU840807	None	2016-07-24	None	Homo sapiens	29
EU840808	None	2016-07-24	None	Homo sapiens	30
EU840809	None	2016-07-24	None	Homo sapiens	31
EU840810	None	2016-07-24	None	Homo sapiens	32
EU840811	None	2016-07-24	None	Homo sapiens	33
EU840812	None	2016-07-24	None	Homo sapiens	34
EU840813	None	2016-07-24	None	Homo sapiens	36
EU840814	None	2016-07-24	None	Homo sapiens	38
EU840816	None	2016-07-24	None	Homo sapiens	40
EU840817	None	2016-07-24	None	Homo sapiens	41
EU840819	None	2016-07-24	None	Homo sapiens	43
EU840820	None	2016-07-24	None	Homo sapiens	44
EU840821	None	2016-07-24	None	Homo sapiens	45
EU840822	None	2016-07-24	None	Homo sapiens	46
EU840823	None	2016-07-24	None	Homo sapiens	47
EU840824	None	2016-07-24	None	Homo sapiens	49
EU840826	None	2016-07-24	None	Homo sapiens	50
EU840827	None	2016-07-24	None	Homo sapiens	51
EU840828	None	2016-07-24	None	Homo sapiens	53
EU840829	None	2016-07-24	None	Homo sapiens	54
EU840830	None	2016-07-24	None	Homo sapiens	55
EU840832	None	2016-07-24	None	Homo sapiens	57
EU840833	None	2016-07-24	None	Homo sapiens	58
EU840834	None	2016-07-24	None	Homo sapiens	59
EU840836	None	2016-07-24	None	Homo sapiens	60
EU840837	None	2016-07-24	None	Homo sapiens	61
EU840838	None	2016-07-24	None	Homo sapiens	62
EU840839	None	2016-07-24	None	Homo sapiens	63
EU840840	None	2016-07-24	None	Homo sapiens	65
EU840841	None	2016-07-24	None	Homo sapiens	66
EU840842	None	2016-07-24	None	Homo sapiens	67
EU840843	None	2016-07-24	None	Homo sapiens	68
